Date,BVR_mean_RDOsat_percent_13,BVR_mean_EXOChla_ugL_1.5,BVR_mean_EXOfDOM_QSU_1.5,BVR_mean_EXOTemp_C_1.5,BVR_mean_schmidt_stability,mean_ShortwaveRadiationUp_Average_W_m2,mean_AirTemp_C_Average,mean_WindSpeed_Average_m_s,sum_Rain_Total_mm
2020-08-06,0.0,2.68007042253521,12.6280281690141,26.715514084507,77.6552995229914,170.575032638889,22.2848541666667,1.31090347222222,0.508
2020-08-07,0.0,2.79722222222222,12.7599305555556,26.5051319444444,76.7793745095843,237.787749999999,22.9048472222222,1.12976319444444,0.0
2020-08-08,0.0,2.34861111111111,12.6350694444444,26.805375,78.7966522099672,246.191821527778,23.7814513888889,1.25290902777778,0.0
2020-08-09,0.0,2.44,12.6009722222222,27.2017986111111,80.9312985868466,256.027863194445,24.1688819444444,1.28529652777778,0.0
2020-08-10,0.0,2.08194444444444,12.1735416666667,27.5831805555556,83.4141768194067,230.828159027778,24.7627291666667,1.53265138888889,0.0
2020-08-11,0.0,1.9125,12.1879166666667,27.7050694444444,84.477793568814,245.455772916665,26.3946361722222,1.15049583333333,0.0
2020-08-12,0.0,2.03971428571429,12.0875,27.9763071428571,85.7135444213827,157.462322916666,26.2324672388889,1.48098541666667,0.0
2020-08-13,0.0,2.57082089552239,12.4476119402985,27.6035671641791,83.8878553772826,112.574698611111,25.0166875,0.932049305555556,11.176
2020-08-14,0.0,3.19429577464789,12.7678873239437,27.1004507042254,81.1546702557882,109.500834027778,23.7694583333333,0.899097222222222,21.844
2020-08-15,0.0,5.48659722222222,13.0453472222222,26.1485972222222,74.7424951899669,46.5250319444445,19.6554513888889,1.7475875,22.352
2020-08-16,0.0,5.58223776223776,12.8294405594406,25.1031328671329,66.1718446499446,124.250523611111,18.6172986111111,2.373675,0.0
2020-08-17,0.0051229206349206,4.54839416058394,12.3877372262774,25.4288686131387,68.1539054121356,244.153999305555,22.1310902777778,1.73037222222222,0.0
2020-08-18,0.0,4.41195804195804,12.6688111888112,25.0368321678322,65.0495294352958,227.02772638889,22.7878275055556,1.52064027777778,0.0
2020-08-19,0.0,3.40971631205674,12.3165957446809,25.3182978723404,66.1976290791572,236.523670138889,23.0327083333333,1.8962875,0.0
2020-08-20,0.0,3.78935251798561,12.6453237410072,25.1889496402878,65.1249444952255,216.856513194445,22.9549097222222,1.13065208333333,0.0
2020-08-21,0.0,4.78868055555556,12.7725,25.1190069444444,64.7231689714425,90.9688916666665,22.4898333333333,0.747109722222222,1.778
2020-08-22,0.0,4.025,12.6974305555556,25.0228194444444,64.0576881659015,190.693977777777,23.6596597222222,1.06178263888889,0.762
2020-08-23,0.0,3.40951048951049,12.4018881118881,25.2693006993007,65.6514957582623,218.969356944445,23.8880266611111,1.16798333333333,0.0
2020-08-24,0.0,3.63763888888889,12.2852083333333,25.6216111111111,67.8912646940001,222.813580555555,25.1766411388889,1.44448611111111,0.0
2020-08-25,0.0,3.66805555555556,11.6063194444444,26.3102986111111,72.4588908469128,247.264997222223,26.5026629444444,2.23569375,0.0
2020-08-26,0.0,4.07397163120567,12.0150354609929,25.8383120567376,69.9295835539811,235.494252083333,25.8220279722222,1.92393611111111,0.0
2020-08-27,0.0,4.4475,11.6236111111111,26.6441597222222,73.9567080782598,191.407436805556,26.5656177944444,1.72099861111111,0.0
2020-08-28,0.0,4.44611111111111,11.85625,26.4417569444444,73.8940182374054,167.316335416666,27.3678097055556,1.28259305555556,0.254
2020-08-29,0.0,4.68173611111111,11.7985416666667,26.5340347222222,74.8662848405223,155.999186805555,26.2696676,1.38826736111111,2.286
2020-08-30,0.0,5.10694444444444,11.675,26.1562152777778,72.0253090414958,211.553302777778,24.9372494222222,1.29749861111111,0.0
2020-08-31,0.0,6.73479166666667,11.8048611111111,25.5432222222222,66.6927646438202,45.1227444444443,20.6285069444444,1.27039791666667,51.8159999999999
2020-09-01,0.0,8.699375,12.1763888888889,24.6709236111111,60.460702709669,73.3682520833336,21.2297777777778,0.966625694444444,5.334
2020-09-02,0.0,7.89797202797203,12.6473426573427,24.6367202797203,61.1456560749193,205.802719444445,26.6026349722222,1.38453125,0.0
2020-09-03,0.0,6.83916083916084,12.1848251748252,25.5793076923077,66.6165260219899,216.93148125,27.4094258055556,1.89584791666667,0.0
2020-09-04,0.0,6.55881118881119,11.3794405594406,26.2163776223776,69.40285190401,218.097556944445,25.5920919222222,2.03163472222222,0.0
2020-09-05,0.0,6.89673611111111,11.8325694444444,25.4717013888889,65.7044604115821,266.147621527777,22.03466395,2.3010875,0.0
2020-09-06,0.0,7.45363636363636,11.9381818181818,24.9081818181818,61.0120719841473,246.578506944445,20.9185174055556,1.77140833333333,0.0
2020-09-07,0.0,7.54111111111111,12.4985416666667,24.5948541666667,58.8914889077824,245.130946527778,22.0390912833333,1.51430416666667,0.0
2020-09-08,0.0,7.41861111111111,12.3095833333333,24.6801180555556,59.7992438406247,241.478346527777,22.9569936722222,1.64535138888889,0.0
2020-09-09,0.0,8.78277372262774,12.4300729927007,24.6936423357664,59.2617222600944,108.389440972222,23.9318663166667,1.27475,0.254
2020-09-10,0.0,8.30659722222222,12.3713194444444,24.8100833333333,60.0605537235206,137.525170833334,24.2569934611111,1.45924791666667,8.12799999999999
2020-09-11,0.0,8.80034722222222,12.5417361111111,25.0384305555556,61.4312020534863,142.907254166666,24.9871279444444,1.87418472222222,0.0
2020-09-12,0.0,10.8459440559441,13.0105594405594,24.2471188811189,56.5734168420075,56.2982229166668,22.769625,1.50362152777778,0.0
2020-09-13,0.0,10.2097902097902,13.0991608391608,23.794006993007,53.4299361826748,177.890404166666,22.9555818777778,1.22582291666667,0.0
2020-09-14,0.0,9.23819444444444,12.4255555555556,24.3356944444444,57.1451484658851,192.29803125,23.2892955555556,2.12462916666667,0.0
2020-09-15,0.0,10.4395833333333,12.6402083333333,23.8264583333333,53.0182553352045,165.55401875,17.1854712611111,1.23389027777778,0.0
2020-09-16,0.0243412231404959,11.4762595419847,12.6104580152672,22.7324580152672,46.2499767327658,147.062916666666,13.8687625,1.54394513888889,0.0
2020-09-17,0.0,11.8718881118881,12.6664335664336,22.0439440559441,41.7010150210336,26.3771388888889,17.3771458333333,1.3975125,0.254
2020-09-18,0.0,10.0660839160839,12.5096503496504,22.0722587412587,40.7335517937548,186.945464583334,20.0494057388889,4.17313125,0.0
2020-09-19,0.0,10.4488811188811,12.6087412587413,21.3711048951049,37.2956689659746,189.817254166667,13.3456543555556,2.23802847222222,0.0
2020-09-20,0.0,9.65236111111111,12.7275,20.3320208333333,30.6697413625019,240.937613888889,11.3743928,1.75698055555556,0.0
2020-09-21,0.0,8.75293706293706,12.6821678321678,19.7924195804196,27.6640905560865,235.550961111112,12.5468791055556,1.65598263888889,0.0
2020-09-22,0.0,7.42819444444444,12.4309027777778,19.7042083333333,26.9468429486438,229.289014583332,14.5371940222222,2.43619930555556,0.0
2020-09-23,0.0,7.94636363636364,12.4114685314685,19.3895314685315,25.2901162818735,192.406664583334,18.3907455,2.16933402777778,0.0
2020-09-24,0.0,8.64875,12.6119444444444,19.4141944444444,25.2909774348884,70.7666673611108,18.2554852833333,1.52489236111111,0.0
2020-09-25,0.0,9.83256944444445,12.8380555555556,18.9220833333333,22.6054678912109,27.3167034722222,16.9406944444444,1.00929583333333,37.846
2020-09-26,0.0,9.15678321678322,12.6609090909091,19.0011188811189,22.4167265900033,159.251275694445,18.7813240555556,1.52062916666667,0.254
2020-09-27,0.0,9.58762237762238,12.7644755244755,19.0534685314685,23.3993321226336,150.67750625,19.4430442222222,1.26523958333333,0.0
2020-09-28,0.0,10.4545454545455,12.9725174825175,19.2145664335664,24.0661606583219,114.387516666667,19.768875,1.46321944444444,4.064
2020-09-29,0.0,10.3153472222222,12.8391666666667,19.2882222222222,23.5516202889007,20.7973201388889,16.6569861111111,3.04660555555556,32.5120000000001
2020-09-30,0.0,9.42839160839161,12.4611888111888,18.6238251748252,19.4278697186185,220.645189583334,14.9580421833333,1.57896736111111,0.0
2020-10-01,0.0,9.24962406015038,12.3667669172932,18.7382030075188,19.8522814584019,169.180671527777,18.2279722222222,2.39441388888889,0.0
2020-10-02,0.0,10.0925,12.3714583333333,18.5686180555556,19.076251209095,215.215213888888,15.37884725,2.75513125,0.0
2020-10-03,0.0,11.8016783216783,12.5346153846154,17.7625664335664,15.3359925194773,201.295700694445,12.9000658055556,1.85734097222222,0.0
2020-10-04,0.0,12.7852083333333,12.6157638888889,17.4099097222222,13.8246379880732,193.612222916667,14.2545761566667,1.16529513888889,0.0
2020-10-05,0.0,11.47656,12.4876,17.584616,14.675449931669,213.714559722223,14.3891293444444,2.65208819444444,0.0
2020-10-06,0.0,12.7287412587413,12.4645454545455,17.3156083916084,13.8232611751898,207.244657638888,16.0602058166667,1.42874652777778,0.0
2020-10-07,0.0,10.1530555555556,12.2440277777778,18.0759652777778,17.4996450132695,199.838363194444,21.9972559166667,2.46714652777778,0.0
2020-10-08,0.0,10.3211888111888,12.2491608391608,18.0969160839161,17.1702536971193,202.327201388889,20.8593922333333,2.47357986111111,0.0
2020-10-09,0.0,13.4288811188811,12.4321678321678,17.4652027972028,14.1919951428578,138.369313505948,16.4963100611111,1.25899791666667,0.0
2020-10-10,0.0,14.0980555555556,12.5203472222222,17.4029583333333,13.9672809157362,40.4036548611111,18.5142244777778,1.17249583333333,13.716
2020-10-11,0.0,14.1422916666667,12.614375,17.2493194444444,13.2367710506204,27.5938402777779,19.7112863055556,1.63193541666667,26.416
2020-10-12,0.0,15.1247552447552,12.5638461538462,17.3673916083916,13.7479684529719,46.5072777777775,21.0820015666667,1.30512847222222,1.27
2020-10-13,0.0,12.3000694444444,12.4129166666667,17.8668472222222,15.7260120541846,180.454370138888,19.5671811555556,2.63000486111111,0.254
2020-10-14,0.0,11.9512676056338,12.4116901408451,17.1553873239437,12.4041407073022,184.980665972222,17.5670053833333,2.30185347222222,0.0
2020-10-15,0.0,13.1325694444444,12.6064583333333,16.7714444444444,11.0834330764127,151.063457638889,17.6309648611111,1.3022875,0.0
2020-10-16,0.0,10.7518181818182,12.5240559440559,17.0105314685315,10.8211930504761,79.4968833333334,14.4980403,4.23745625,0.0
2020-10-17,0.0,10.271875,12.4813888888889,16.3142986111111,8.95507127875539,180.967799305557,8.833940515053,1.96652638888889,0.0
2020-10-18,0.0,10.9350694444444,12.5504861111111,15.6580138888889,7.02250412398966,174.008984027778,9.20567152777778,1.43609236111111,0.0
2020-10-19,0.0,12.1379861111111,12.6454166666667,15.4657291666667,6.59350822024456,168.239018055556,12.6817784722222,1.44639861111111,0.0
2020-10-20,0.0,11.4129370629371,12.5472027972028,15.866013986014,8.37157171633053,165.852379861111,15.3997638888889,1.34161944444444,0.0
2020-10-21,0.0,12.1941958041958,12.5443356643357,16.0607482517483,9.36226570325003,167.856680555556,18.013375,1.39072986111111,0.0
2020-10-22,0.0253793055555555,12.9848611111111,12.5984027777778,16.3314861111111,11.6732445815503,165.945683333334,18.4546805555556,1.39188125,0.0
2020-10-23,0.0,13.3424647887324,12.6166197183099,16.6419154929577,12.5342091713586,169.215488888889,18.2466458333333,1.30037291666667,0.0
2020-10-24,0.0,10.4019718309859,12.119014084507,18.1378661971831,18.8178173564136,113.490165972222,19.0034236111111,1.86979930555556,4.572
2020-10-25,0.0,17.8516083916084,12.8197202797203,16.5238531468531,11.4657271406752,26.6151951388888,10.6601388888889,1.17244375,16.51
2020-10-26,0.0,14.6451127819549,12.5225563909774,16.4874511278196,11.6286171753965,164.762856249999,13.4806180555556,1.32855972222222,0.0
2020-10-27,,16.4674468085106,12.4553191489362,16.7438439716312,,65.2464215277773,16.1551111111111,1.56712777777778,0.0
2020-10-28,,16.883986013986,12.5353146853147,16.6334895104895,,40.7410131944442,16.6027569444444,1.05397708333333,0.762
2020-10-29,,16.3390076335878,12.5543055555556,16.8136458333333,,54.1653784722223,19.42375,2.17095138888889,50.7999999999999
2020-10-30,0.0,12.0671328671329,12.4877622377622,16.5491958041958,8.59895874989009,111.311669444444,11.5135590277778,3.26770902777778,0.254
2020-10-31,0.0,11.84375,12.6781944444444,15.0312152777778,5.36773009634819,140.97110625,6.53291388888889,1.69632152777778,0.0
2020-11-01,0.0,9.50867132867133,12.7107692307692,14.5516993006993,3.38457580900003,124.841394444444,10.1865881944444,2.27842291666667,13.462
2020-11-02,59.0817905208333,9.11013986013986,11.9181818181818,13.146041958042,0.169987908699789,167.676721527777,4.51286527777778,2.84514930555556,0.0
2020-11-03,64.5976464583333,8.67461538461538,11.4634965034965,12.3042587412587,0.245366201493528,161.573147222221,9.61313958333333,3.12295694444445,0.0
2020-11-04,40.7302901388889,8.85631944444444,11.6547916666667,11.9892777777778,0.523676524398988,157.830538194444,11.3799965277778,1.93675138888889,0.0
2020-11-05,36.1814773611111,8.31986013986014,11.8181818181818,11.9592587412587,0.907262540428739,154.36386875,11.5595333333333,1.75202777777778,0.0
2020-11-06,41.2501529861111,7.20132867132867,12.0379020979021,12.3156853146853,2.03152835157389,152.833299305555,13.6825416666667,2.1554875,0.0
2020-11-07,36.3055577777778,8.60048951048951,12.1144055944056,12.3313566433566,2.0535515995812,149.356684027778,14.6959828555556,1.90328819444444,0.0
2020-11-08,27.9564670138889,9.81756944444444,12.2169444444444,12.4878194444444,2.53554821033255,136.073902777778,15.4804236111111,1.76452847222222,0.0
2020-11-09,22.81495125,11.0465034965035,12.2954545454545,12.6524335664336,2.95194474905422,135.835543055556,16.4646180555556,1.55400555555556,0.0
2020-11-10,23.0535575193798,14.9778417266187,12.383381294964,12.7511007194245,3.71613730593722,85.4218006944448,18.3726180555556,1.40032847222222,1.27
2020-11-11,23.4373156944444,14.9202112676056,12.4302816901408,13.0779295774648,4.93547476493538,15.9033395833333,19.2621388888889,1.71158819444444,64.516
2020-11-12,16.6008314861111,12.9545070422535,12.7266197183099,14.6590281690141,17.491372084149,15.7424270833333,15.3754583333333,2.0814,34.29
2020-11-13,5.71265203472222,13.3972222222222,13.2771527777778,14.5676388888889,14.8822869053616,129.94493125,13.111875,1.54710138888889,0.508
2020-11-14,1.523448125,12.3918881118881,13.3097202797203,13.6723146853147,8.88475772206518,130.720315972223,10.2927743055556,1.42997361111111,0.0
2020-11-15,4.60675025694444,9.66868055555556,13.5054861111111,12.8977013888889,4.26674776982661,19.6731624999999,13.4158611111111,3.44116666666667,0.0
2020-11-16,65.1076581944444,6.97590277777778,13.5550694444444,12.1268680555556,0.191053855598409,145.512220138889,9.61367361111111,2.67302361111111,0.0
2020-11-17,79.52552875,6.35328671328671,13.493986013986,11.3536363636364,-0.316438454852852,92.2799430555554,6.46343958333333,3.05633402777778,0.0
2020-11-18,79.277944375,6.27368055555556,13.5654166666667,10.433625,0.121242757480546,141.183614583332,2.81888402777778,2.58215625,0.0
2020-11-19,52.5155629166667,7.12541666666667,13.6967361111111,9.90552777777778,0.460306527564845,135.206795833333,4.41548541666667,1.56846388888889,0.0
2020-11-20,67.8050357638889,6.66464788732394,13.7221830985915,9.80178873239437,0.749954975985975,135.227709722222,11.2626565388889,2.41605277777778,0.0
2020-11-21,76.2997579166667,6.51097222222222,13.7750694444444,10.0081944444444,1.45351094906013,124.830334722222,14.1524930555556,2.92213194444445,0.0
2020-11-22,55.0153909722222,7.14319444444444,13.8463888888889,9.81142361111111,0.952997175023759,73.7171854166668,13.5418194444444,1.29266736111111,0.0
2020-11-23,81.8173095833333,6.17774647887324,13.9629577464789,9.92595070422535,0.174483098845141,133.081456249999,7.74405555555556,2.87002777777778,0.762
2020-11-24,74.7071779861111,7.49611111111111,14.0315277777778,9.52384722222222,0.154142891724395,98.0543682336182,5.17649753347428,1.56950208333333,
2020-11-25,64.2620794444444,7.42615384615385,14.0159440559441,9.26362237762238,0.0741563673447614,46.6297743055559,7.83829652777778,2.13400208333333,0.0
2020-11-26,72.8256827777778,6.92587412587413,14.0573426573427,9.63431468531468,0.451735956435354,125.817278472223,13.1702438888889,1.92234513888889,0.0
2020-11-27,68.9940196527778,7.5344055944056,14.1002797202797,9.81763636363636,1.06725775992382,110.266710416667,9.88758472222222,1.94814375,0.0
2020-11-28,77.0589750694444,7.08181818181818,14.154965034965,9.86263636363636,0.58355396982745,124.794488194445,9.28989861111111,2.32790625,0.0
2020-11-29,74.78146,7.11874125874126,14.174965034965,9.41045454545455,0.200208176568438,100.5551625,7.62299513888889,1.81789166666667,5.842
2020-11-30,79.874386875,6.53685314685315,14.1421678321678,9.33665034965035,0.0976679631557011,53.8449652777776,7.45708888888889,2.09898333333333,30.7340000000001
2020-12-01,89.7736761805556,5.65708333333333,14.254375,8.59699305555556,-0.0117008142554672,56.4618243055555,0.899670138888889,3.14774861111111,0.0
2020-12-02,89.4880500694444,6.05265734265734,14.328951048951,7.79546853146853,0.0162940336322014,127.342061805556,2.385575,3.44238958333333,0.0
2020-12-03,86.9112300694444,6.37819445138889,14.3534027777778,7.46106944444444,0.244837988460717,118.783476388889,5.01117430555556,1.99414652777778,0.0
2020-12-04,70.1815972222222,6.73105634507042,14.4106338028169,7.28772535211268,0.373623918642307,35.7300069444444,8.1258875,1.40377569444444,30.4800000000001
2020-12-05,90.2031831944444,4.99454545454545,14.4227272727273,7.08613286713287,-0.0045629490977778,40.8930763888887,6.09230555555556,2.73104097222222,2.286
2020-12-06,89.0945906944444,5.68161971830986,14.4303521126761,6.91345774647887,0.1143870145176,118.984585416667,3.83692222222222,1.88360486111111,0.0
2020-12-07,85.6519330555556,5.5427972027972,14.4255944055944,6.75115384615385,0.0156787675000504,27.575117361111,1.05361458333333,2.24768472222222,1.016
2020-12-08,90.5543673611111,4.60138888888889,14.460625,5.89342361111111,-0.0093476269876733,121.876322916667,-0.0841881944444444,4.31053611111111,0.254
2020-12-09,90.6849935416667,5.10486111111111,14.5086805555556,5.36827083333333,-0.0016668504030347,88.9292770833331,3.80058194444445,3.21479166666667,0.0
2020-12-10,89.0305309722222,5.71444444444444,14.5030555555556,5.342125,0.0944451115888175,102.696234027778,8.31814108222222,1.61120416666667,0.0
2020-12-11,78.7029095138889,5.93909090909091,14.5251048951049,5.20683216783217,0.0813618933218546,114.781152777777,8.11357222222222,1.633875,0.0
2020-12-12,78.3892348611111,5.56055555555556,14.4760416666667,5.33200694444444,0.164789430790139,98.3000090277775,11.1115145833333,2.05310555555556,0.0
2020-12-13,84.4850704861111,4.64167832167832,14.2408391608392,6.13820979020979,0.315412517928896,117.138902777778,11.5486708333333,1.90012916666667,0.0
2020-12-14,87.7464759027778,4.40867132867133,14.1639160839161,6.12313986013986,0.350529722373932,50.1253944444445,5.61895763888889,3.2581,30.7340000000001
2020-12-15,90.440688125,4.83423611111111,14.2054861111111,5.67042361111111,0.0874204565100083,113.354957638888,0.628702777777778,1.68613958333333,0.0
2020-12-16,89.6516089583333,5.10458333333333,14.2520138888889,5.33653472222222,0.0011094330229417,12.4379465277777,-0.391261805555556,0.794623611111115,11.938
2020-12-17,91.1770715277778,4.59230769230769,14.3167132867133,4.9624965034965,-0.0032021485123779,33.8730902777779,3.03026527777778,1.43399513888889,7.87399999999999
2020-12-18,91.6899611111111,4.55993055555556,14.3208333333333,4.71261111111111,-0.0056183755503598,65.6620381944443,0.31239375,2.88694166666667,0.0
2020-12-19,85.3990286805556,5.02958333333333,14.3190277777778,4.49820833333333,0.0265397606174256,88.3127444444445,-0.18171875,1.38782222222222,0.0
2020-12-20,74.1026290277778,5.30528169014084,14.2656338028169,4.42808450704225,0.0202768724266788,98.7958687500003,3.91725763888889,1.35756180555556,0.0
2020-12-21,84.0687990277778,4.67958333333333,14.1715972222222,4.61048611111111,0.0194833639455928,112.378022916667,6.81694375,1.95363263888889,0.0
2020-12-22,93.2904544444444,4.22201388888889,14.0039583333333,4.64240972222222,0.0020063576563714,115.786027083333,5.37566041666666,2.62476666666667,0.0
2020-12-23,89.6860684027778,4.98611111111111,13.9957638888889,4.51591666666667,0.0177686942533432,109.560047916666,3.9406625,2.25322361111111,0.0
2020-12-24,83.5674474305556,5.37597222222222,13.9846527777778,4.53374305555556,0.0104628968354846,11.39599375,8.20743333333333,3.19612847222222,15.24
2020-12-25,92.8737886111111,4.26601398601399,13.8594405594406,4.08524475524476,-0.0002234843392808,90.8659631944445,-5.07591458333333,3.12850277777778,0.0
2020-12-26,91.3909192361111,4.56531468531468,13.8404895104895,3.14959440559441,0.0156819564857957,94.5502090277777,-5.25292638888889,2.85874652777778,0.0
2020-12-27,88.4900722222222,5.350625,13.8389583333333,2.85948611111111,0.185875037744589,115.830455555555,0.154817361111111,1.5309375,0.0
2020-12-28,88.9284363194444,4.8126618705036,13.7563571428571,3.04597857142857,0.0647208400194487,74.7863201388888,4.80934930555555,2.28243055555556,0.0
2020-12-29,92.3124269444444,4.59034722222222,13.6863888888889,3.02136111111111,0.0355960539678887,116.828433333333,2.29318194444444,1.80924097222222,0.0
2020-12-30,88.4787884722222,5.23847222916667,13.5453472222222,3.310125,0.0233053314881752,110.538117361111,1.51859722222222,1.95022291666667,0.0
2020-12-31,91.1001880555556,5.16152777777778,13.5166666666667,3.44963194444444,0.0094049028714267,79.002038888889,10.1420931033333,1.70096944444444,0.0
2021-01-01,90.4610115277778,5.81762237762238,13.4044755244755,3.61229370629371,0.005872313770659,11.2603027777778,2.01901597222222,1.33209027777778,15.494
2021-01-02,93.0653235416667,5.0306993006993,13.3339160839161,3.7472027972028,0.0011124819378359,109.427684027778,8.78059513888889,2.26335625,0.0
2021-01-03,93.8060429166667,5.59874999305556,13.2693055555556,4.05855555555556,0.0004695560676292,43.5606979166668,6.13440208333333,1.40389097222222,3.302
2021-01-04,95.0860901388889,5.50950704225352,13.2251408450704,4.12915492957746,-0.0009619585282061,43.2110652777779,2.92055625,1.41123888888889,0.0
2021-01-05,93.2424170833333,5.13847222222222,13.129375,4.10967361111111,-8.9947878892421e-05,73.5977958333328,3.55887430555555,2.06844444444444,0.0
2021-01-06,96.4073372222222,4.83447552447552,13.0708391608392,3.94404895104895,-4.19197588781083e-05,95.7679659722223,2.71047569444444,3.02018125,0.0
2021-01-07,92.7420639583333,5.41798611111111,13.0115277777778,3.73822916666667,-0.0042943728542925,112.212755555555,1.86376666666667,2.04749722222222,0.0
2021-01-08,88.62920625,6.05243054861111,12.9373611111111,3.77895833333333,0.0045556837583217,25.8885770833334,1.65103958333333,1.94215694444444,2.032
2021-01-09,96.1366083333333,4.77268115942029,12.9091304347826,3.48654347826087,-0.0001460149129347,128.257175,1.2595375,4.99977430555556,0.0
